ID_NR_Event,Name_Event,Name_Event_Alias,Attribute_Byline_Description,Veranstalter,Theater_Klassifikation,Ort,Geodaten,Ablageort_STS,Kanton,Land,Webadresse,Adresse,Verband,Rep,Status,Eckdaten_nicht_STS,fruehere_Namen,spaetere_Namen,Dokumente_VP_V,Dokumente_VP_G,Dokumente_PA_V,Dokumente_PA_G
EFES_331,Festival Jups,,Festival Junges Publikum Schaffhausen,?,FS STK,Schaffhausen,,Schaffhausen: Festival Jups,SH,CH,www.festival-jups.ch,,x,,a,2010?-,,,,,2 R <Sammelcouvert>,"(2010), 2015"
EFES_332,Heimspiel SH,,,Stadttheater Schaffhausen?,FES,Schaffhausen,,Schaffhausen: Stadttheater Schaffhausen,SH,CH,,,x,,a,?,,,,,x,x
EFES_333,Wort- & Bildfestival,,,?,FES,Schaffhausen,,Schaffhausen,SH,CH,x,,x,,a,(noch existent?),,,,,2 R <Sammelcouvert>,"(2005), 2007"
EFES_334,Festival Rilke,,,x,FES,Siders/Sierre,,Siders/Sierre,VS,CH,http://fondationrilke.ch,,x,,a,?,,,,,2 R <Sammelcouvert>,"(2000), 2006"
EFES_335,Internationale Opernwerkstatt Sigriswil,,,x,FES,Sigriswil,,Sigriswil,BE,CH,www.opernwerkstatt.com,,x,,a,1992?-,,,,,1 C,(1997)-
EFES_336,Festival des artistes valaisans,,,x,FES,Sion/Sitten,,Sion,VS,CH,x,,x,,na,?,,,,,x,x
EFES_337,Festival Scènes Valaisannes,,,x,FES,Sion/Sitten?,,Sion,VS,CH,www.scenesvalaisannes.ch,,x,,a,,,,,,x,x
EFES_338,Solothurn Classics,,,x,FES,Solothurn,,Solothurn,SO,CH,x,,x,,na,1991-2016,Classic Openair Solothurn,,,,1 S,1991-2016
EFES_339,Solothurner Literaturtage,,,Solothurner Literaturtage,FES,Solothurn,,Solothurn: Solothurner Literaturtage,SO,CH,www.literatur.ch,,x,,a,1978-,,,,,1 C,(1987)-
EFES_340,Buskers-Festival St. Gallen,,,x,FES,St. Gallen,,St. Gallen,SG,CH,x,,x,,a,?,,,,,1 R <Sammelcouvert>,(2015)-(2015)
EFES_341,St. Galler Festspiele,,,Theater St. Gallen,FES,St. Gallen,,St. Gallen: Theater St. Gallen,SG,CH,www.stgaller-festspiele.ch,,x,,a,2006- ,,,,,x,x
EFES_342,"St. Galler Literaturtage ""Wortlaut""",,,?,FES,St. Gallen,,St. Gallen,SG,CH,www.wortlautsg.ch,,x,,a,2009-,,,,,1 R <Sammelcouvert>,(2015)-(2015)
EFES_343,Tanzherbst Ostschweiz,,,x,FES STT,St. Gallen,,St. Gallen,SG,CH,x,,x,,na,1997,,,,,1 C,1997
EFES_344,Theaterfestival für Kinder und Jugendliche,,"Projekt, noch ohne Titel",?,FES STK,St. Gallen,,St. Gallen,SG,CH,?,,x,,a,2018-,,,,,1 C,(2015)-
EFES_345,Opéra St. Moritz,Opera St. Moritz,,Opéra St. Moritz,FES,St. Moritz,,St. Moritz <2007 unter: Basel: Opernfestival> <siehe auch bis 2012 Riehen: Opernfestival>,GR,CH,www.opera-stmoritz.ch,,x,,a,2000?-,,,,,2 C,(2001)-
EFES_346,Maribur,,"Rassegna del Teatro di Figura ""Otello Sarzi""","Maribur (Rassegna del Teatro di Figura ""Otello Sarzi"" <Festival>",FES STP,Stabio,,Stabio,TI,CH,www.maribur.ch,,Unima,,a,1991/1992- bzw. 1997-,,,,,8 R <Sammelcouvert>,"(1994), 2003, 2004, 2006,"
EFES_347,Stans lacht,Humorfestival Stans,Humorfestival,?,FES VOK,Stans,,Stans,NW,CH,www.stanslacht.ch,,x,,a,?,,,,,4 R <Sammelcouvert>,"(2006), 2011, (2013)"
EFES_348,Zeltkultur,,Kleinkunstfestival,?,FES VOK,Starrkirch-Wil,,Starrkirch-Wil,SO,CH,www.zeltkultur.ch,,x,,a,?,,,,,3 R <Sammelcouvert>,(2013)-
EFES_349,tanz:now,,Tanzfestival Theater Phönix,Phönix-Theater,FS STT,Steckborn ,,Steckborn: Phönix-Theater,TG,CH,www.phoenix-theater.ch,,x,,a,,theater:now (Theater: Now),,,,x,x
EFES_350,theater:now,Theater: Now,,Phönix-Theater,FES,Steckborn ,,Steckborn: Phönix-Theater,TG,CH,www.phoenix-theater.ch,,x,,na,?,,"tanz:now, Tanzfestival Theater Phönix",,,x,x
EFES_351,nordArt Theaterfestival,,,?,FES,Winterthur,,Stein am Rhein: nordArt,TG,CH,http://nordart.ch,,x,,a,?,,,,,x,x
EFES_352,Soorser Comedy Täg,,,?,FES VOK,Sursee,,Sursee,LU,CH,www.comedysursee.ch,,x,,a,2003-,,,,,13 R <Sammelcouvert>,"2003-2008, (2012)"
EFES_353,Variations Musicales de Tannay,,,Variations Musicales de Tannay,FES,Tannay,,Tannay,VD,CH,www.musicales-tannay.ch,,x,,a,?,,,,,2 R <Sammelcouvert>,"(2014), 2015"
EFES_354,Internationales Amateurtheaterfestival Thun,,,x,FES ATV,Thun,,Thun (ZSV),BE,CH,x,,x,,na,1986-2002,,,,,x,x
EFES_355,Literaare,,,?,FES,Thun,,Thun,BE,CH,www.literaare.ch,,x,,a,2004-,,,,,1 R <Sammelcouvert>,(2016)-
EFES_356,Schweizer KleinKunstTag,,,,FES VOK,Thun <früher wechselnde Orte>,,CH: Grundsätzliches: KleinKunstTag,x,CH,www.kleinkunsttag-thun.ch,,x,,a,,,,,,,
EFES_357,Schweizer Künstlerbörse,KTV-Börse,,Schweizer Künstlerbörse (KTV),FES VOK,Thun <früher: wechselnde Orte>,,Schweiz: Grundsätzliches: KTV-Börse,BE,CH,www.kuenstlerboerse.ch,,x,,a,1975-,,,,,1 S,(1973)-
EFES_358,Theaterfestival Thusis,Festival da teater Tusaun,,Bündner Vereinigung für das Volkstheater (BVV),FES ATV,Thusis,,Thusis (nicht ZSV?),GE,CH,x,,x,,a,1990-,,,,,x,x
EFES_359,Internationales Kindertheaterfest,,,?,FES STK,Turgi,,Turgi (ZSV),AG,CH,www.terzstiftung.ch/5-internationales-kindertheaterfest,,x,,a,,,,,,,
EFES_360,Sommertheater Überlingen,,,?,FES,Überlingen,,Konstanz,,D,www.sommertheater-ueberlingen.de,,x,,a,?,,,,,,
EFES_361,Festival de Théâtre Amateur Jurassien,Festival D'Art Dramatique,,x,FES ATV,Undervilier,,Undervilier,BE,CH,x,,x,,na,1984,,,,,5 R <Samelcouvert>,1984
EFES_362,Hinterhalt-Festival,,,?,FES,Uster,,Uster,ZH,CH,www.hinterhalt.ch,,x,,a,2008?-,,,,,1 R <Sammelcouvert>,(2015)-
EFES_363,Verbier Festival,,,Verbier Festival,FES,Verbier,,Verbier,VS,CH,www.verbierfestival.com,,x,,a,1994-,,,,,1 C,1994-
EFES_364,Festival de danse contemporaine de Vernier,,,x,FES STT,Vernier,,Vernier,GE,CH,x,,x,,na,1983-1993,,,,,1 C,"(1984), 1985, 1986, 1989-1993"
EFES_365,Bodenseefestival,,,Bodenseefestival,FES,<verschiedene Orte>,, CH: Einz. Regionen: Ostschweiz,"A, CH, D",CH,www.bodenseefestival.de,,x,,a,1989-,,,,,,
EFES_366,éviDanse,eviDanse,Festival,?,FES STT,<verschiedene Orte>,,CH: Einz. Regionen: Jura,JU,CH,www.evidanse.ch,,x,,a,?,,,,,,
EFES_367,Incontri Teatrali,,TASI,x,FES,<verschiedene Orte>,,Lugano: TASI und CH: Einz. Regionen: Italienische Schweiz (bereinigen),TI,CH,x,,x,,na,?,,,,,1 C,(1989)-
EFES_368,Wintergäste,,Reihe,?,FES,<verschiedene Orte>,, CH: Einz. Regionen: Baselland u.v.a. Sissach: Ebenrain <Schloss>,BL,CH,x,,x,,a,?,,,,,1 C (Sissach),(1991)-(2005)
EFES_369,Schultheatertage Ostschweiz,,,?,FES ATV,<verschiedene Orte>,,CH: Einz. Regionen: Ostschweiz,x,CH,x,,x,,a,?,,,,,,
EFES_370,Festival Fou-Rire,,,x,FES VOK,Versoix,,Versoix,GE,CH,x,,x,,na,?,,,,,4 R <Sammelcouvert>,"(1994), 1995, 2004"
EFES_371,Animai,Ani-Mai; Festival Animai,Festival,Festival Animai,FES,Vevey,,Vevey,VD,CH,http://jeunesse.vevey.ch/animai/,,x,,a,1982-,,,,,1 C,(1992)-
EFES_372,Biennale du théâtre amateur,,2ième édition,x,FES ATV,Vevey,,Vevey,VD,CH,x,,x,,na,1996,,,,,1 C,1996
EFES_373,Festival des artistes de rue de Vevey,,,x,FES,Vevey,,Vevey,VD,CH,www.artistesderue.ch,,x,,a,1992-,,,,,1 C,(1998)-
EFES_374,Festival de création amateurs,,,x,FES ATV,Vevey,,Vevey,VD,CH,,,x,,na,?,,,,,x,x
EFES_375,Kulturtage Au,Kulturtage Halbinsel Au,,x,FES,Wädenswil,,Au (Halbinsel),ZH,CH,x,,x,,na,?,,,,,6 R <Sammelcouvert>,(1994)-(2003)
